IE_XML_ID;IE_NAME;IE_CODE
11653;Новая портативная радиостанция Грифон G-6;novaya-portativnaya-radiostantsiya-grifon-g-6
11713;Новая серия ретрансляторов ICOM IC-FR9110;novaya-seriya-retranslyatorov-icom-ic-fr9110
11717;Радиостанции Icom: новинки;radiostantsii-icom-novinki
11721;Новая портативная радиостанция PMR от ICOM;novaya-portativnaya-radiostantsiya-pmr-ot-icom
11724;И снова новинка от Icom;i-snova-novinka-ot-icom
11762;Новинка Vostok: портативная радиостанция Vostok ST-35;novinka-vostok-portativnaya-radiostantsiya-vostok-st-35
11766;Motorola LEX L10 – инновационное решение для силовых структур;motorola-lex-l10-innovatsionnoe-reshenie-dlya-silovykh-struktur
11785;Grandstream запускает инновационную платформу для веб-конференций.;grandstream-zapuskaet-innovatsionnuyu-platformu-dlya-veb-konferentsiy
11792;Новинки в модельном ряду Vector;novinki-v-modelnom-ryadu-vector
11798;Sepura теперь полностью принадлежит Hytera Communications;sepura-teper-polnostyu-prinadlezhit-hytera-communications
11824;Новый SIP-домофон от Fanvil;novyy-sip-domofon-ot-fanvil
11830;Решение конвергенции LTE-PMR от Hytera;reshenie-konvergentsii-lte-pmr-ot-hytera
11847;Новый промышленный модем от iRZ;novyy-promyshlennyy-modem-ot-irz
11961;Портативные и мобильные DMR-радиостанции ZTE;portativnye-i-mobilnye-dmr-radiostantsii-zte
12209;Контроль вызовов для IP-АТС Yeastar с приложением «Биллинг»;kontrol-vyzovov-dlya-ip-ats-yeastar-s-prilozheniem-billing
12252;Новый Yealink SIP-T56A уже продается в России;novyy-yealink-sip-t56a-uzhe-prodaetsya-v-rossii
12441;Yealink SIP-T40G – стильная новинка от Yealink уже в продаже!;yealink-sip-t40g-stilnaya-novinka-ot-yealink-uzhe-v-prodazhe
12466;Yealink CP960 - новый профессиональный IP конференц-телефон;yealink-cp960-novyy-professionalnyy-ip-konferents-telefon
12514;Серия NX-3000 – новинка от Kenwood;seriya-nx-3000-novinka-ot-kenwood
13007;Alinco представила новые радиостанции DMR Tier I/II;alinco-predstavila-novye-radiostantsii-dmr-tier-i-ii
13123;Отельные SIP-телефоны IPmatika;otelnye-sip-telefony-ipmatika
13239;Новости о NEXEDGE Группы компаний JVCKenwood;novosti-o-nexedge-gruppy-kompaniy-jvckenwood
13242;Новые компактные радиостанции DMR Tier II Hytera PD485;novye-kompaktnye-radiostantsii-dmr-tier-ii-hytera-pd485
13243;Icom презентовал новые радиостанции и аксессуары;icom-prezentoval-novye-radiostantsii-i-aksessuary
13313;Новые портативные радиостанции Motorola (Vertex Standard);novye-portativnye-radiostantsii-motorola-vertex-standard
13329;Новые портативные радиостанции Yaesu;novye-portativnye-radiostantsii-yaesu
13342;Ретранслятор MOTOTRBO SLR 1000;retranslyator-mototrbo-slr-1000
13370;Яркие любительские рации Motorola TALKABOUT T42;yarkie-lyubitelskie-ratsii-motorola-talkabout-t42
13460;Универсальная рация Roger;universalnaya-ratsiya-roger
13722;Теперь можно купить рацию Терек в Маринэк;teper-mozhno-kupit-ratsiyu-terek-v-marinek
13850;Новые модели промышленных телефонов ТАШ;novye-modeli-promyshlennykh-telefonov-tash
13950;Motorola Talkabout T92 H20 - новинка стандарта PMR446;motorola-talkabout-t92-h20-novinka-standarta-pmr446
13999;Блоки питания МИРАН® для цифрового и аналогового оборудования;bloki-pitaniya-miran-dlya-tsifrovogo-i-analogovogo-oborudovaniya
14067;С новым Yeastar Linkus!;s-novym-yeastar-linkus
14193;Motorola поздравляет Маринэк - Gold Reseller в 2019 году;motorola-pozdravlyaet-marinek-gold-reseller-v-2019-godu
14259;MotoTRBO SLR 1000 VHF - новая версия ретранслятора;mototrbo-slr-1000-vhf-novaya-versiya-retranslyatora
14308;IP-телефоны Yealink T19P и T21P E2 без блоков питания;ip-telefony-yealink-t19p-i-t21p-e2-bez-blokov-pitaniya
14321; Новое DECT оборудование от Grandstream;novoe-dect-oborudovanie-ot-grandstream
14352;Yealink представил серверное приложение YMS 2.1;yealink-predstavil-servernoe-prilozhenie-yms-2-1
14404;Обновленная версия терминалов ВКС V40;obnovlennaya-versiya-terminalov-vks-v40
14424;Icom IDAS весь в одной брошюре;icom-idas-ves-v-odnoy-broshyure
14484;IP-телефоны Htek совместимы с CommuniGate Pro;ip-telefony-htek-sovmestimy-s-communigate-pro
14724;Новые радиостанции Комбат;novye-radiostantsii-kombat
14774;Yealink W80B для телефонизации предприятия;yealink-w80b-dlya-telefonizatsii-predpriyatiya
14828;Racio - недорогие радиостанции для РФ;racio-nedorogie-radiostantsii-dlya-rf
14909;Snom напоминает о своих IP телефонах;snom-napominaet-o-svoikh-ip-telefonakh
14913;Grandstream выпустил новый IP-телефон и модуль расширения;grandstream-vypustil-novyy-ip-telefon-i-modul-rasshireniya
14917;Yealink представляет новый спикерфон CP900;yealink-predstavlyaet-novyy-spikerfon-cp900
14918;Snom исследует европейский интерес к VoIP телефонии;snom-issleduet-evropeyskiy-interes-k-voip-telefonii
14920;Популярная IP телефония DECT от Grandstream;populyarnaya-ip-telefoniya-dect-ot-grandstream
14922;Grandstream анонсировал новый IP-телефон GRP2616;grandstream-anonsiroval-novyy-ip-telefon-grp2616
14934;Yealink признан главным мировым производителем SIP-телефонов;yealink-priznan-glavnym-mirovym-proizvoditelem-sip-telefonov
14945;Hytera: ультралегкие портативные рации;hytera-ultralegkie-portativnye-ratsii
14947;Новая облачная платформа Grandstream;novaya-oblachnaya-platforma-grandstream
14950;Snom завоевывает успех с новым интерфейсом;snom-zavoevyvaet-uspekh-s-novym-interfeysom
14969;Snom представил новые DECT телефоны серии M;snom-predstavil-novye-dect-telefony-serii-m
15031;Купите рацию в подарок на Новый год!;kupite-ratsiyu-v-podarok-na-novyy-god
15070;Новые классные радиостанции Байкал и Бизон;novye-klassnye-radiostantsii-baykal-i-bizon
15130;Распродажа в Маринэк - быстро и дешево со склада;rasprodazha-v-marinek-bystro-i-deshevo-so-sklada
15141;Прожектор MAXA BEAM для крупных производств;prozhektor-maxa-beam-dlya-krupnykh-proizvodstv
15463;Рации Аргут соответствуют требованиям Постановления № 969;ratsii-argut-sootvetstvuyut-trebovaniyam-postanovleniya-969
15471;Восток представляет рации Vostok ST-58 и Vostok ST-73;vostok-predstavlyaet-ratsii-vostok-st-58-i-vostok-st-73
15571;Безлицензионные радиостанции Hytera для малого бизнеса;bezlitsenzionnye-radiostantsii-hytera-dlya-malogo-biznesa
15575;Yealink: последние новости об IP-телефонах бренда;kupit-novyj-ip-telefon-yealink
16025;Yealink лидирует на российском рынке SIP-телефонии;yealink-lidiruet-na-rossiyskom-rynke-sip-telefonii
16029;iRZ анонсировал выпуск новых роутеров;irz-anonsiroval-vypusk-novykh-routerov
16035;Рации Hytera соответствуют требованиям Постановления №969;ratsii-hytera-sootvetstvuyut-trebovaniyam-postanovleniya-pravitelstva-969
17362;Рации Терек РК-322-2Д набирают популярность;17362
