IE_XML_ID;IE_NAME
8275;Kenwood NXR-710E
8280;Kenwood NXR-700E
17250;Hytera RD985S 100W
15286;Бизон KR100P
15290;Бизон KR100DS VHF/UHF
14033;Бизон KR100 50 Вт
15291;Бизон KR100 25В
15432;Аргут DR50-DMR VHF
15434;Аргут DR50-DMR UHF
10497;Аргут А-701
9580;Icom IC-FR9020
9579;Icom IC-FR9010
9468;Optimcom BF-2000
9467;Optimcom BF-3000
8666;Icom IC-FR6100H
8665;Icom IC-FR6100 #34
8664;Icom IC-FR6100
8663;Icom IC-FR5100H
8662;Icom IC-FR5100 #34
8661;Icom IC-FR6000 #33
8660;Icom IC-FR5100
8659;Icom IC-FR5000 #33
8375;Icom IC-FR6000
8374;Icom IC-FR5000
8282;Kenwood NXR-800K3
8281;Kenwood NXR-800K2
8279;Kenwood NXR-700K
4802;Hytera RD965
4574;Hytera TR-800
4262;Hytera RD625
3809;Vertex Standard VXR-9000
3808;Vertex Standard VXR-7000
3799;Vertex Standard VXD-R70
3798;Vertex Standard EVX-R70
3764;Motorola MTR3000
3763;Motorola DR3000(1-40W)
3762;Motorola DR3000(25-45W)
3761;Motorola DR3000(1-25W)
14722;Комбат Т-340R
14720;Комбат T-440R DMR
14511;Caltta PR800
14509;Caltta PR900
13943;Alinco RS-D8
13942;Alinco RS-D7
13481;Yaesu DR-2X
13480;Yaesu DR-1X
13201;Ajetrays GR8600
13157;Icom IC-FR6000C
13155;Icom IC-FR5000C
13152;Icom IC-FR6200H
13150;Icom IC-FR5200H
12903;ЦРР25-DMR #5
12900;ЦРР25-DMR #1
12899;ЦРР25-dPMR #5
12897;ЦРР25-dPMR #1
11990;Surecom SR-629
11984;Surecom SR-628
11983;Surecom SR-328
11982;Surecom SR-112
11712;Icom IC-FC9110
11086;Optim RT-1
10496;Аргут DR-25
9574;Yaesu FTDX 5000MP Limited EXP
8827;Yaesu FT-991
8683;Icom IC-F8101 #21
8682;Icom IC-F8101 #11
8377;Icom IC-F8101 #01
8376;Icom IC-F7000
8033;Icom IC-7800
8032;Icom IC-7700
8031;Icom IC-7410
8030;Icom IC-7200
7834;Icom IC-9100
7831;Icom IC-7600
7827;Icom IC-718
7826;Icom IC-7100
4211;Yaesu FTDX 1200
4207;Yaesu FTDX 3000D
4003;Yaesu FT DX 9000
4002;Yaesu FT-450D
4001;Yaesu FT-2000
4000;Yaesu FT-897D
3998;Yaesu FT-817
3997;Yaesu FT-950
13872;Icom IC-7851
13479;Yaesu FTM-400XDR/DE B3 EXP
13458;Icom IC-7610
13138;Yaesu FT-2980R
13136;Yaesu FTM-400DR B3 EXP
13134;Yaesu FT-857D B3
13133;Yaesu FT-991A
13131;Yaesu FT-891
11723;Icom IC-R8600
10156;Icom IC-7300
13801;Vector AM-T3 MAG
13803;Vector AM-27 MAX
9873;Радиал Y3-FU
9872;Радиал RH4010
9871;Радиал MW-HF
4905;Радиал MDF2-6VL-4.5/6HP
4906;Радиал MDF2-6VH-4.5/6HP
4890;Радиал MDF2-6V2/45
4891;Радиал MDF2-6V1/2
4892;Радиал MDF2-6V(M)2/45
4913;Радиал MDF2-6U10-HP
4894;Радиал MDF1-6VM
4897;Радиал MDF1-6VL8/10
4896;Радиал MDF1-6VL6/8
4895;Радиал MDF1-6VL4.5/6
4900;Радиал MDF1-6VH8/10
4899;Радиал MDF1-6VH6/8
4898;Радиал MDF1-6VH4.5/6
4901;Радиал MDF1-6VH-15
4910;Радиал MDF1-6UL5/8
4911;Радиал MDF1-6UL-40
4909;Радиал MDF1-6UH5/8
4912;Радиал MDF1-6U-10
9855;Радиал F2 VM
4031;Радиал F2 VHF
4030;Радиал F1 VHF
9859;Радиал DS8 VHF
9858;Радиал DS4 VHF
9390;Радиал DS2 VHF
9862;Радиал DR1 VHF
4885;Радиал DPS8-6V
4884;Радиал DPS8-4V
4883;Радиал DPS5-6V
4882;Радиал DPS5-4V
4886;Радиал DPS4-6U
4893;Радиал DPS2-6VM
4888;Радиал DPS2-12V
4887;Радиал DPS2-12U
4850;Радиал DPRE5-6VL
4851;Радиал DPRE5-6VH
4848;Радиал DPRE5-4VL
4849;Радиал DPRE5-4VH
4842;Радиал DPRE4-6V
4856;Радиал DPRE4-6UM
4855;Радиал DPRE4-6UL
4857;Радиал DPRE4-6UH
4843;Радиал DPRE4-6-2m
4841;Радиал DPRE4-4V
4853;Радиал DPRE4-4UM
4852;Радиал DPRE4-4UL
4854;Радиал DPRE4-4UH
4845;Радиал DPR8-6V
4844;Радиал DPR8-4V
4847;Радиал DPR8-4U
4829;Радиал DPR5-6V
4828;Радиал DPR5-4V
4840;Радиал DPR4-6V
4839;Радиал DPR4-4V
4846;Радиал DPR4-4U
4862;Радиал DPF8-6V
4861;Радиал DPF8-4V
4860;Радиал DPF5-6V
4859;Радиал DPF5-4V
4858;Радиал DPF5-3V
4864;Радиал DPF4-6U
4863;Радиал DPF4-4U
9861;Радиал DP4 VHF
4020;Радиал DP4 UHF
9860;Радиал DP2 VHF
4019;Радиал DP2 UHF
9864;Радиал DH4 VHF
9466;Радиал DH2 VHF
9870;Радиал DG4-2m
4029;Радиал D8 VHF
4022;Радиал D8 UHF
9857;Радиал D4 VHF I
4028;Радиал D4 VHF
9848;Радиал D4 UHF I
4017;Радиал D4 UHF
9387;Радиал D2 VHF I
4027;Радиал D2 VHF
9412;Радиал D2 UHF I
4016;Радиал D2 UHF
4026;Радиал D1 VHF
4015;Радиал D1 UHF
9378;Радиал D1 AVIA
4025;Радиал A7 VHF
4013;Радиал A6 UHF
9392;Радиал A5 VHF
9843;Радиал A10-70cm UHF
9416;Optim UNION CB STAR
9391;Optim mini CB
9405;Optim CB T3 MAG
9406;Optim CB T3-27 MAG
9413;Optim CB Super-9
9394;Optim CB EURO MAG
9407;Optim CB BIG MAG
9420;Optim CB-95
9419;Optim CB-92
9424;Optim CB-9 Plus
9404;Optim CB-82 MAG
9414;Optim CB-73
9402;Optim CB-50 DB MAG
9398;Optim CB-27
9415;Optim CB-2001
9411;Optim CB-1200
9410;Optim CB-1100
9409;Optim CB-1000
9396;Optim CB-100 MAG
7894;Diamond F23
7957;Diamond BC200
7958;Diamond BC100S
12856;ANLI WH-716/WH-717
12843;ANLI WH-711C
15325;ANLI WH-21D
12834;ANLI WH-14M
15324;ANLI QW-70U
15323;ANLI MG-270
12841;ANLI EX-6H LB3
15322;ANLI EX-6H LB2
12842;ANLI EX-2V
12821;ANLI AW-6 VHF
15319;ANLI AW-6 UHF
15318;ANLI AW-6 DBV
12833;ANLI AT-5R
15316;ANLI AT-3C
15315;ANLI AF-2UW
15314;ANLI AF-1VW
15313;ANLI AF-1UW
15312;ANLI A-300 MV
15311;ANLI A-300 MU-N
15310;ANLI A-200 MU-N
15302;ANLI A-200 DB
13705;ANLI A-100MV
13703;ANLI A-100MU-N
13707;ANLI A-1000MV
12805;ANLI A-1000 DB
12802;ANLI A-100 DB
13961;Alinco EDX-3
14014;Alinco EA-163
9869;Радиал LA-156
9866;Радиал PA-156
9865;Радиал PA-153
9863;Радиал DH1 VHF
9856;Радиал D1-2m D2-2m D4-2m
9854;Радиал AW0 VHF MAR
9853;Радиал A0 VHF
9852;Радиал PA-450
9851;Радиал PA-420
9850;Радиал LA-UHF
9849;Радиал D4 UHF (H) I
9847;Радиал SS-1CDMA
9846;Радиал A23-70cm UHF
9845;Радиал A3-CDMA UHF
9844;Радиал A3-70cm UHF
9470;Радиал A7-433
9469;Радиал A5-433
9442;Optim VHF/UHF-1
9441;Optim MG-150
9439;Optim UHF-1
9438;Optim VHF-1 (PL)
9437;Optim VHF-1
9435;Optim 1C-100 5/8 VHF
9434;Optim 1C-100 1/4 VHF
9433;Optim Base TWO
9432;Optim Base ONE
9431;Optim CB-70 DB
9430;Optim CB-FM
9429;Optim FM-2
9428;Optim FM-1
9427;Радиал A4-165
9426;Optim SN LONG
9425;Optim SN SMALL
9423;Optim CB T3
9422;Радиал DP1 VHF
9421;Optim CB T3-27
9418;Optim CB-52 DB
9417;Optim CB-50 DB
9403;Optim CB-51 DB MAG
9401;Optim BIG
9399;Optim ML-145
9397;Optim SN MAG
9395;Optim mini MAG
9393;Optim 1С-100
9379;Радиал AW0 VHF
9047;MegaJet SUPER 9-L
9046;MegaJet SUPER 9
9045;MegaJet OMEGA MAG-90
9044;MegaJet OMEGA
9043;MegaJet ML145-N MAG 160
9042;MegaJet T3-27 N NO SPRING
9041;MegaJet T3-27 N MAG 125
9040;MegaJet T3-27 N MAG 90
9039;MegaJet T3-27 MAG 90
9038;MegaJet T3-27 MAG 125
9037;MegaJet T3-27 M6
9036;MegaJet T3-27 NE
9034;MegaJet ML145-N MAG 125
9033;MegaJet ML145 MAG 160
9032;MegaJet ML145 MAG 125
9031;MegaJet CB-50 MAG 125
7955;Diamond M-285H
7901;Diamond MR77
7900;Diamond MC-201 на магните
7899;Diamond HC100SJ
7893;Diamond X30N
7892;Diamond X510MH
7890;Diamond X510N
7778;Diamond X7000
7768;Diamond BB7V
7767;Diamond KV5
7754;Diamond CP-6
5211;Hytera AN0139M01
5210;Hytera AN0155M06
5209;Hytera AN0165M04
5208;Hytera AN0171M11
5207;Hytera AN0139M02
5206;Hytera AN0155M05
5205;Hytera AN0165M03
5204;Hytera AN0171M12
5203;Hytera AN0408M01
5202;Hytera AN0438M02
5201;Hytera AN0462M02
5200;Hytera AN0408M02
5199;Hytera AN0438M03
5198;Hytera AN0462M03
5166;Hytera AN0435W07
5165;Hytera AN0435H06
5164;Hytera AN0168H01
5163;Hytera AN0158H02
5162;Hytera AN0148H03
5161;Hytera AN0140H01
4908;Радиал MDF-6UM8/13
4907;Радиал MDF-6UL8/13
4904;Радиал MDF2-6V3-4.5UK
4903;Радиал MDF2-8V
4902;Радиал MDF1-12VH-4
4818;Hytera DT18
4817;Hytera DT20
4804;Hytera AN0144M05
4803;Hytera AN0460M03
4229;Yaesu MTU 30/20
4228;Yaesu MTU-80/40
4024;Радиал A5-UHF
4023;Радиал А0 VHF
4021;Радиал DM4 UHF
4018;Радиал DP1 UHF
4014;Радиал A10 UHF
4012;Радиал A0 UHF
15458;Diamond SD330
14910;ANLI A-300 MV ДУБЛЕТ
14018;Alinco EA-228
14017;Alinco EA-500UV
14016;Alinco EA-446L
14015;Alinco EA-150L
13513;Комбат АА-27
12925;ANLI DS-58
12924;ANLI DS-24
12923;ANLI YG-58
12921;ANLI YG-24
12920;ANLI WH-718
12855;ANLI WH-714
12844;ANLI WH-713
12838;ANLI EX-270HD
12835;ANLI EX-2HV
12832;ANLI X-270H/C
12831;ANLI X-27CB
12830;ANLI X-60CM
12823;ANLI AT-3/3C
12822;ANLI SQ-7
12820;ANLI YG-8U
12818;ANLI YG-8U
12816;ANLI YG-5U
12815;ANLI UF-30W/B
12809;ANLI YG-8V
12807;ANLI YG-5V
12806;ANLI YG-3V
12801;ANLI MSA-3
12800;ANLI MA-21
12798;ANLI MSA-2
12797;ANLI AF-11C
12796;ANLI FM-3Y
12795;ANLI MSA-1
11368;ПАРУС АСД-UHF-5PL
11367;ПАРУС АСД-VHF-5PL
17244;Alinco ERW-17
17243;Alinco ERW-15 USB
17240;Alinco ERW-14
17246;Alinco EBP-88H
17245;Alinco EBP-64
17247;Alinco EBP-101
9929;Motorola PMLN5731
9928;Motorola PMLN6635
9927;Motorola PMLN5732
9926;Motorola PMLN5733
9925;Motorola PMLN5727
9924;Motorola PMPN4006
9921;Motorola PMLN5196
9920;Motorola PMLN5188
9919;Motorola PMNN4440
9918;Motorola PMLN6533
9917;Motorola PMLN6541
9916;Motorola PMLN6542
9915;Motorola PMLN7089
9914;Motorola PMLN6598
9913;Motorola PMLN5192
9912;Motorola PMNN4251
9911;Motorola PMNN4258
9910;Motorola PMNN4450
9909;Motorola NNTN4497
9908;Motorola NNTN4970
9907;Motorola NNTN4851
9906;Motorola PMNN4254
9905;Motorola PMNN4253
9745;АРГУТ SMP-01
8762;Vector HT-44-3
8761;Vector HT-44-2
8760;Vector HS-44C
8163;Аргут ОРК-1
8071;Аргут НМ-21
8070;Аргут НМ-11 VOX
8069;Аргут НМ-11
8068;АРГУТ ТШ-1
8067;Чехол АРГУТ А-54
8066;Чехол АРГУТ А-53
8065;Чехол АРГУТ А-41 new
8064;Чехол АРГУТ А-45
8063;Чехол АРГУТ А-44
8062;Чехол АРГУТ А-43
8061;Чехол АРГУТ А-25
8060;Чехол АРГУТ А-24 new
8059;Чехол АРГУТ А-23 new
7992;AjetRays EMP-808
7990;AjetRays EMP-806
7989;AjetRays EMP-803
7988;AjetRays AJ-KQ08 к AJ-144/150
7987;AjetRays AJ-KQ08
7986;AjetRays AJ-HK05 (HK-05) к AJ-144/150
7985;AjetRays AJ-HK05 (HK-05)
7984;AjetRays AJ-EG13
7983;AjetRays AJ-EG10
7972;AjetRays AJ-EG06
7971;AjetRays AJ-EG05
7970;AjetRays AJ-EG01
7969;AjetRays AJ-EB04
7775;Аргут НМ-10
7278;Vostok PC(USB)
7277;Vostok UHF(f) - SMA(m)
7276;Vostok UHF(f) - SMA(f)
7275;Vostok AL-101L(female)
7274;Vostok AL-101L(male)
7273;Vostok SM-101
7272;Vostok BE-101
7271;Vostok CL-31
7270;Vostok CL-201
7269;Vostok CL-101
7268;Vostok CL-55
7267;Vostok CL-54
7266;Vostok CL-51
7265;Vostok AL-31
7264;Vostok AL-201
7263;Vostok AL-101
7262;Vostok AL-55
7261;Vostok AL-54
7260;Vostok AL-51
7259;Vostok ВС-31
7258;Vostok ВС-201+AC-201
7257;Vostok ВС-101+AC-101
7256;Vostok BC-55+AC-55
7255;Vostok BC-54
7254;Vostok ВС-51
7253;Vostok BP-31H
7252;Vostok BP-201
7251;Vostok BP-101
7250;Vostok BP-55
7249;Vostok BP-54
7248;Vostok BP-51
6152;Бизон KP15
6149;Бизон PW9000
6148;Бизон PR01
6147;Бизон A2UV
6146;Бизон CH6
6145;Бизон KH85
6140;Бизон KL45
6139;Бизон KB16
6138;Бизон KB 23
6137;Бизон KB26
5986;Lira A-SMAM-US
5853;Lira Clip-110
5852;Lira Clip-210
5851;Lira Clip-312
5850;Lira CH-110
5849;Lira CH-210
5848;Lira CH-312
5847;Lira B110P
5846;Lira B210P
5845;Lira B312P
5841;Lira ТP-M
5840;Lira HS-BE-M
5839;Lira HS-CC-M
5838;Lira PR-COM-M
5837;Lira Clip-280
5836;Lira CH-280
5835;Lira B280P
5833;Lira Clip-510
5832;Lira CH-510
5830;Lira A-SMAF-UL
5822;Lira B-510H
5812;Lira ТP-K
5811;Lira HS-CC-K
5810;Lira HS-BE-K
5809;Lira PR-COM-K
5808;Lira Clip-580
5806;Lira CH-580
5805;Lira A-SMAF-UVL
5804;Lira B-580P
5244;Hytera BC00004
5243;Hytera PC43
5240;Hytera BC00008
5239;Hytera PC45
5238;Hytera BC00009
5236;Hytera BL1103
5235;Hytera BL1401
5234;Hytera BL1809
5233;Hytera ESN14
5232;Hytera EHN20
5231;Hytera EHN21
5230;Hytera EAN22
5229;Hytera ACN-02
5228;Hytera EAN19
5227;Hytera EAN21
5225;Hytera EWN07
5224;Hytera EWN08
5222;Hytera EHW02
5221;Hytera POA47
5220;Hytera LCY005
5219;Hytera BL1807-Ex
5218;Hytera SM18N4-Ex
5217;Hytera PC38
5216;Hytera BC00006
5212;Hytera POA53
5176;Hytera MCA10
5175;Hytera MCA05-X
5174;Hytera CH10L15
5173;Hytera CH04L01
5171;Hytera NCN009
5160;Hytera POA42
5159;Hytera EWN09
5158;Hytera EAN18
5157;Hytera EAN17
4929;Hytera EH-02
4928;Hytera EH-01
4927;Hytera ES-02
4926;Hytera ES-01
4925;Hytera EAN23
4924;Hytera EHN17
4923;Hytera EHN16
4922;Hytera ESN12
4921;Hytera SM18N2
4920;Hytera BL2503
4919;Hytera BL2006
4918;Hytera PS2004
4917;Hytera POA38
4805;Hytera PV3001
4749;Hytera BRK20
4748;Hytera MCA08
4747;Hytera MCA05
4746;Hytera MCA06
4745;Hytera CH10A06
4744;Hytera CH10A07
4743;Hytera LCY006
4742;Hytera LCY003
4741;Hytera BC19
4740;Hytera AN0155H04
4739;Hytera AN0155H02
4738;Hytera AN0435H04
4737;Hytera AN0167H03
4736;Hytera AN0153H04
4735;Hytera AN0141H03
4638;Hytera BH1801
4637;Hytera BL2102
4636;Hytera BL1703
4635;Hytera TC700 ПО
4634;Hytera MCA03
4633;Hytera BC09
4632;Hytera BC08
4631;Hytera RO04
4630;Hytera NCN002
4629;Hytera LCBN42
4628;Hytera LCBN41
4626;Hytera EWM03
4625;Hytera CH10L07
4624;Hytera TC580 ПО
4623;Hytera LCBN13
4616;Hytera ТС508 ПО
4615;Hytera PC26
4614;Hytera PC19
4613;Hytera RO03
4612;Hytera BC12
4611;Hytera NCN001
4610;Hytera LCYY02
4609;Hytera ESS08
4608;Hytera ESS07
4607;Hytera SM08M3
4606;Hytera EAM15
4605;Hytera EAM13
4604;Hytera EAM12
4603;Hytera ESM12
4602;Hytera EHM15
4601;Hytera PS7002
4600;Hytera CHV09
4599;Hytera PS1018
4598;Hytera CH10L19
4597;Hytera BL1301
4596;Hytera BL1719
4595;Hytera AN0400W01
4594;Hytera AN0136H02
4593;Hytera AN0455H02
4592;Hytera AN0425H01
4591;Hytera AN0160H11
4590;Hytera ТС320/TC518 ПО
4589;Hytera PC30
4588;Hytera BC16
4587;Hytera PCN003
4586;Hytera RO01
4585;Hytera BL1715
4584;Hytera EHS09
4583;Hytera EHS12
4582;Hytera CH05L01
4581;Hytera PS4001
4580;Hytera PV1001
4579;Hytera PS0601
4578;Hytera AN0460H10
4577;Hytera AN0433H01
4576;Hytera AN0410H20
4259;Ajetrays AJBP-144L
3960;Motorola GMLN1112
3959;Motorola GMLN1113
3958;Motorola GMLN1110
3957;Motorola GMLN1111
3956;Motorola NNTN5510
3955;Motorola GMMN1111
3954;Motorola PMLN5151
3953;Motorola PMLN5152
3952;Motorola PMLN5154
3951;Motorola PMMN4055
3950;Motorola PMMN4056
3949;Motorola PMLN4470 N
3948;Motorola PMLN4421
3947;Motorola PMLN4471
3946;Motorola HLN9665
3945;Motorola HLN9689
3944;Motorola HLN9952
3943;Motorola WPLN4189
3942;Motorola WPLN4194
3941;Motorola MDHTN3001
3940;Motorola WPLN418
3939;Motorola EN1006
3938;Motorola EN1007
3937;Motorola EN1008
3936;Motorola EN1009
3935;Motorola HNN9008
3934;Motorola HNN9009
3933;Motorola HNN9010
3932;Motorola HNN9011
3931;Motorola HNN9012
3930;Motorola HNN9013
3929;Motorola HNN4001
3928;Motorola HNN4002
3927;Motorola HNN4003
3926;Motorola MDPMLN4519
3925;Motorola MDRMN4021
3924;Motorola MDRMN4029
3923;Motorola PMLN4605
3922;Motorola MDPMLN4653
3921;Motorola ENMN4012
3920;Motorola MDRMN4018
3919;Motorola MDRMN4031
3918;Motorola MDPMMN4027
3917;Motorola MDPMMN4021
3916;Motorola MDRMN5037
3915;Motorola MDPMLN4556
3914;Motorola MDPMMN4009
3913;Motorola BDN6667
3912;Motorola HMN9727
3911;Motorola MDRMN4028
15543;Motorola PMKN4128A
15460;Грифон G-3 АКБ
15456;Грифон G-34 ЗБ
15455;Грифон G-34 ЗУ
15454;Грифон G-6 ЗУ
15453;Грифон G-3 ЗУ
15452;Аргут А-74 ЗУ
15451;Аргут А-43/44/45 ЗУ АП
15450;Аргут А-43/44/45 ЗУ
15448;Аргут А-55 ЗУ
15447;Аргут А-25 ЗУ
15446;Аргут А-73 ЗУ
15445;Аргут А-54/А-74/РК-301М ЗУ
15443;Аргут А-24/А-36/А-41 ЗУ
15442;Аргут А-25 АКБ
15441;Аргут А-55 АКБ 1500 мАч
15439;Аргут А-73 АКБ
15438;Аргут А-36 АКБ
15437;Аргут А-55 АКБ
15436;Аргут РК-301Н АКБ
15391;Терек РМ-302 тангента
15348;Vostok SM-100
15347;Vostok HLG-3
15346;Vostok HBT-3
15345;Vostok HBT-1
15343;Vostok HBL-3
15342;Vostok HBL-1
15341;Vostok HDH-16
15340;Vostok HDH-14
15338;Vostok HDH-12
15337;Vostok BP-203
15336;Vostok BC-203+AC-203
15335;Vostok BC-71+AC-71
15334;Vostok BC-52+AC-52
15331;Vostok BP-101DW
15330;Vostok BP-71
15301;Бизон AASB
15300;Бизон KH15
15288;Бизон KH85D
15287;Бизон PR100P
15285;Бизон PRMS
15283;Бизон PR15S
15282;Бизон KB30
15281;Бизон KB1800
15279;Бизон KH25L / KH25M
15278;Бизон LM85
15276;Бизон KHS1 / S1S
14906;Motorola MH-360S
14685;Vector AM-27 POWER
14684;Vector AM-27 MAG
14683;Vector HS-44 Combat
14682;Vector HB-44
14680;Motorola PMLN6761
14679;Motorola PMLN7156
14678;Motorola NNTN8840
14677;Motorola RMN5123
14673;Motorola PMLN6368
14672;Motorola PMLN6333
14671;Motorola PMLN6092
14670;Motorola PMLN6090
14669;Motorola PMLN6089
14668;Motorola PMLN6087
14666;Motorola GMMN4580
14641;Motorola PMKN4071
14637;Motorola RLN6284
14636;Motorola RLN5887
14631;Motorola PMLN7560
14630;Motorola PMLN7188
14629;Motorola PMLN6830
14628;Motorola PMLN6126
14627;Motorola PMLN6125
14626;Motorola PMLN6069
14625;Motorola PMLN4620
14624;Motorola NNTN8459
14620;Motorola WPLN4255
14619;Motorola WPLN4213
14618;Motorola WPLN4220
14617;Motorola PMPN4289
14616;Motorola NNTN8525
14615;Motorola PMNN4544
14614;Motorola PMNN4448
14613;Motorola PMNN4407
14610;Motorola PMLN6755
14609;Motorola PMLN7270
14603;Motorola PMPN4297
14602;Motorola PMLN7110
14601;Motorola PMLN7102
14600;Motorola PMLN7158
14599;Motorola PMNN4468
14598;Motorola PMLN7157
14597;Motorola PS000042A12
14596;Motorola PMLN6705
14595;Motorola PMLN6688
14576;Motorola PMMN4067
14539;Caltta AC800
14538;Caltta AC950
14536;Caltta AC700
14534;Caltta AF730
14533;Caltta AA410
14532;Caltta AD792
14531;Caltta AF701
14529;Caltta AF501
14528;Caltta AA180
14527;Caltta AA200
14526;Caltta AA110
14524;Caltta AA100
14523;Caltta AD790
14522;Caltta AD700
14520;Caltta AD520
14519;Caltta AD500
14515;Caltta AD100
14514;Caltta AD200
14473;Motorola PMNN4158
14456;Motorola PMMN4046
14124;Аргут З/У А-43
14120;Аргут А-73 З/У
14119;Аргут кабель COM
14118;Аргут кабель USB
14116;Аргут АКБ А-41/А-75
14115;Аргут АКБ А-41 NEW
14114;Аргут АКБ А-43
14113;Кейс под батарейки Аргут А-23/24 NEW
14112;Аргут АКБ А-25 NEW
14111;Аргут АКБ А-24 LED
14108;Аргут НМ-66
14107;Аргут НМ-23
14105;Сетевой адаптер для ГРИФОН
14104;ЗУ ГРИФОН G-45
14103;Сетевой адаптер для ГРИФОН G-6
14102;ЗУ ГРИФОН G-6
14101;ЗУ ГРИФОН G-44
14100;АКБ ГРИФОН G-34
14099;АКБ ГРИФОН G-6
14098;Бизон AN65U
14097;Бизон CA65
14096;Бизон PR15
14095;Бизон KSM25
14094;Бизон KSM15
14092;Бизон KH45
14091;Бизон KH65
14090;Бизон KH25
14089;Бизон KL25M
14088;Бизон VH50
14087;TurboSky BCT-T5
14086;TurboSky BCT-T4
14085;TurboSky BCT-T3
14084;TurboSky BCT-R2
14083;Comrade BCC-R8
14082;Comrade BCC-R7
14081;Comrade BCC-R6
14080;Comrade BCC-R5
14079;Comrade BCC-R4
14078;Comrade BCC-R3
14075;Comrade CMGP-3 Black
14073;Comrade CMGP-5
14072;Comrade CMGP-3F
14071;Comrade CMGP-6
14070;Comrade CMGP-8
14069;Comrade CMCP-6
14068;Comrade CMCP-8
14064;Comrade CMCP-5
14063;Comrade CM-3F
14062;Comrade PMCGP-1
14059;Comrade CM-3 R8
14058;Comrade PMC-1
14053;TurboSky TK-3F
14052;TurboSky TK-6
14051;TurboSky TK-7
14050;TurboSky TV-5
14049;TurboSky PMT-1
14043;Бизон KB40
14042;Бизон KHS9
14041;Бизон KHS8
14040;Бизон KHS7
14039;Бизон KHS2
14036;Бизон VB32
14023;Alinco EMS-76
14022;Alinco EMS-59
14021;Alinco EME-15
14020;Alinco EME-56A
14019;Alinco EME-12
14012;Alinco ESC-50
14011;Alinco ESC-11
14010;Alinco ESC-10
14009;Alinco ESC-500
14008;Alinco ESC-41
14007;Alinco EDH-40
14006;Alinco EDH-40/2
14005;Alinco EDH-34
14004;Alinco CPL-1
14003;Alinco EDC-36
14002;Alinco EDS-11
14001;Alinco EDS-14
14000;Alinco EDS-10
13997;Alinco EDC-189-6
13996;Alinco EDC-189
13993;Alinco EDC-160
13992;Alinco EDC-159
13991;Alinco EDC-147
13990;Alinco EDC-144
13989;Alinco EDC-133
13988;Alinco EDC-94
13985;Alinco EBP-88H СКРЫТ
13984;Alinco EBP-88N
13983;Alinco EBP-87
13982;Alinco EBP-68
13981;Alinco EBP-65
13980;Alinco EBP-64 СКРЫТ
13979;Alinco EBP-63
13977;Alinco EBP-73
13976;Alinco EBP-51N
13975;Alinco EBP-50N
13974;Alinco EBP-102
13966;Alinco ERW-13
13799;Vector BP-44 STD
13798;Vector BC-44 STD
13797;Vector BC-44 HS
13796;Vector BP-44 HS
13794;Vector BP-44 TURBO
13793;Vector BC-44 TURBO
13791;Программатор Vector PRO
13718;Терек Кабель Ресто
13717;Терек Кабель РК-401
13715;Терек Чехол универсальный
13714;Терек Чехол РК-322
13713;Терек Чехол РК-202
13712;Терек Чехол РК-201
13711;Терек Чехол РК-301
13710;Терек Клипса Старт
13709;Терек Клипса РК
13708;Терек БПА РК
13706;Терек 6П-ЗУ Старт
13704;Терек 6П-ЗУ
13702;Терек ЗУ Старт
13701;Терек ЗУ РК-401
13700;Терек ЗУ РК-202
13699;Терек ЗУ РК-201
13698;Терек ЗУ РК-322
13696;Терек ЗУ РК-301
13695;Терек АКЛ Старт
13694;Терек АКЛ РК-401П
13692;Терек АКЛ РК-202П
13687;Терек АКЛ РК-201П
13686;Терек АКЛ РК-322П
13684;Терек АКЛ РК-301П
13682;Терек АШ-Старт М
13680;Терек АШ-Старт
13678;Терек АШ РК-401
13677;Терек АШ-РК202
13676;Терек АШ-РК201
13675;Терек АШ РК-322
13673;Терек АШ РК-301
13670;Терек Орфей 565
13669;Терек ГУН-777
13668;Терек ГСН-555
13667;Терек ГМД-600
13665;Терек ГДО-700
13664;Терек ГКП-180
13663;Терек ТУЗ-425
13658;Терек ТТНГ-100РЧ
13657;Терек ТНГ-200
13656;Терек ГСН-900
13655;Терек ГСН-800
13654;Терек ГЛС-520
13651;Терек ГЛС-270
13650;Терек ГПШ-300
13649;Терек ГУН-Ресто
13648;Терек ГУН-400
13523;Комбат ТПП-04К
13522;Комбат IT ТПП-03К
13521;Комбат ПР-54U
13520;Комбат HU-30
13519;Гарнитура-ларингофон Комбат IT ГЛ-34
13518;Комбат IT АПМ-42
13517;Комбат IT АПМ-31
13516;Комбат АПМ-22
13514;Комбат BP-1
13512;Комбат стакан IT
13244;Аргут НМ-22
12896;Vertex Standard VH-111
12895;Vertex Standard VH-131
12894;Vertex Standard VH-121
12893;Vertex Standard VH-215S
12892;Vertex Standard VH-115S
12890;Vertex Standard MH-102A4B
12889;Vertex Standard MH-101A4B
12888;Vertex Standard VH-150 B
12887;Vertex Standard VH-150 A
12886;Vertex Standard MH-37A4B-1
12884;Vertex Standard MH-100
12883;Vertex Standard FNB-V94
12837;Vertex Standard FNB-V106
12836;Vertex Standard FNB-V132Li-UNI
12829;Vertex Standard FNB-V131Li-UNI
12828;Vertex Standard FNB-V129Li-UNI
12827;Vertex Standard FNB-V128Li-UNI
12826;Vertex Standard FNB-V127LI-UNI
12825;Vertex Standard FNB-V134LIIS-UNI
12824;Vertex Standard FNB-V134Li-UNI
